Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
76982e06-f8b8-4509-9ca3-65a99c8650fe,9/1/82,,999-21-5604,S99957470,X55072337X,Ms.,Christal240,Brown30,,,S,white,nonhispanic,F,Bellingham  Massachusetts  US,1060 Hansen Overpass Suite 86,Boston,Massachusetts,Suffolk County,02118,42.284598473357775,-71.13449675,779464.29,11713.809999999998
2ffe9369-24e4-414b-8973-258fad09313a,7/1/58,,999-76-2715,S99927965,X70120330X,Mrs.,Amada498,Reichert620,,Spinka232,M,white,nonhispanic,F,Watertown  Massachusetts  US,970 Grant Highlands,Foxborough,Massachusetts,Norfolk County,,42.07894173393037,-71.22544169,1368017.49,15959.849999999999
e4f1bd35-93ae-418b-b8cf-d39c3fbb069c,2/25/57,,999-66-4231,S99983425,X1708221X,Ms.,Raye931,Wunsch504,,,S,white,nonhispanic,F,Arlington  Massachusetts  US,585 Greenfelder Camp,Quincy,Massachusetts,Norfolk County,02169,42.266511451175816,-70.95648012,1551125.51,11583.439999999999
86b97fc7-ae8f-4e0d-8e66-db68f36e7a76,5/26/59,,999-59-1261,S99917383,X23685647X,Mrs.,Anissa357,Wuckert783,,Ebert178,M,white,nonhispanic,F,Pembroke  Massachusetts  US,661 Schulist Highlands,Waltham,Massachusetts,Middlesex County,02452,42.42591517440363,-71.28867283,1388471.07,20739.929999999997
1c591f0d-95b1-4289-94a9-9713ab3834e7,4/4/54,,999-88-9161,S99916076,X45594159X,Mr.,Edmund685,Walker122,,,M,white,nonhispanic,M,Dedham  Massachusetts  US,383 Crooks Camp,Norwell,Massachusetts,Plymouth County,,42.19224473,-70.83915436,1412795.84,5545.28
f1678bde-4814-4d71-bca9-18fdf5282232,4/11/58,,999-49-5916,S99927174,X60264115X,Mrs.,Danae973,Bartoletti50,,Gleichner915,M,white,nonhispanic,F,Holyoke  Massachusetts  US,1062 Conn Well Suite 4,Framingham,Massachusetts,Middlesex County,01702,42.30967844045964,-71.42307309,1329466.45,17081.82
aac107d8-5187-420f-a90c-448ad49dee41,9/2/83,,999-57-9112,S99979946,X70531895X,Mrs.,Lisbeth69,Hand679,,Durgan499,M,white,nonhispanic,F,Agawam  Massachusetts  US,290 Hyatt Lane,Malden,Massachusetts,Middlesex County,02155,42.41495500202392,-71.06706632,853594.52,7264.699999999999
71ba0469-f0cc-4177-ac70-ea07cb01c8b8,11/21/00,11/21/12,999-28-2716,,,,Carmelia328,Konopelski743,,,,white,nonhispanic,F,Lee  Massachusetts  US,1025 Collier Arcade,Ashland,Massachusetts,Middlesex County,,42.29198596,-71.46372384,268920.58,9406.689999999995
518f83f3-a717-4705-a181-06e205df480b,2/3/99,,999-85-6755,S99937445,X85370536X,Ms.,Cythia210,Reichel38,,,,white,nonhispanic,F,Hopkinton  Massachusetts  US,211 Effertz Quay,Peabody,Massachusetts,Essex County,01960,42.55928953967607,-70.93169659,513798.73,3347.24
2f43a131-a43a-4c8c-a723-cc261adb9cc6,2/23/17,,999-40-3169,,,,María Soledad68,Aparicio848,,,,white,hispanic,F,San Jose  San Jose  CR,547 Ziemann Burg,Boston,Massachusetts,Suffolk County,02215,42.43109777176137,-71.0015723,10057.19,1766.56
2c634692-05d8-4122-9f46-dd9402e2cfc6,12/22/70,,999-95-4888,S99924952,X32157318X,Mrs.,Margert370,Keeling57,,DuBuque211,M,white,nonhispanic,F,Billerica  Massachusetts  US,560 Herman Bridge,Malden,Massachusetts,Middlesex County,,42.44244784588782,-71.06719903,164688.04,36121.33
860aff27-7431-47ee-968e-554470683160,1/28/86,,999-89-1141,S99933543,X28303902X,Ms.,Margurite588,Fahey393,,,S,native,nonhispanic,F,Lynn  Massachusetts  US,471 Mayert Flat Unit 54,Peabody,Massachusetts,Essex County,,42.53946384035592,-70.93353943,694100.29,9291.249999999998
acb4817f-0ece-41d8-b179-82397a95a44a,9/12/83,,999-45-5448,S99962675,X89346662X,Mrs.,Frankie174,Heathcote539,,Brown30,M,white,nonhispanic,F,Somerville  Massachusetts  US,687 Howell Frontage road Apt 68,Abington,Massachusetts,Plymouth County,02351,42.07952522604181,-70.9737097,848827.37,5351.999999999999
bf35e4fa-ea4f-40a4-8fe6-1f2f26e0aa45,11/21/00,,999-87-8860,S99917788,,Ms.,Cecila397,Feil794,,,,white,nonhispanic,F,Nahant  Massachusetts  US,873 Mueller Arcade Unit 96,Ashland,Massachusetts,Middlesex County,,42.21389855778067,-71.50369511,499730.64,8240.12
c8403116-d069-4130-aa02-39954fc971b5,3/26/67,,999-30-3779,S99921155,X22726136X,Ms.,Kim439,Ruecker817,,,S,white,nonhispanic,F,Billerica  Massachusetts  US,562 Windler Tunnel,Fitchburg,Massachusetts,Worcester County,,42.61144194796878,-71.77274612,1084777.45,14335.009999999998
b1bc3c89-4e7b-41fd-a58b-9bf4ce2b40a9,7/4/73,,999-85-9257,S99974338,X55702266X,Mr.,Louie190,Jacobi462,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,255 Ondricka Common,Deerfield,Massachusetts,Franklin County,,42.574668213480976,-72.56258295,1018792.98,10929.18
50e7ede4-7ca1-4b2c-ae64-6b88b58eeaac,10/15/65,,999-85-8713,S99926370,X24151910X,Ms.,Marvel321,Wyman904,,,S,white,nonhispanic,F,Wilbraham  Massachusetts  US,913 Schiller Well Apt 80,Burlington,Massachusetts,Middlesex County,01803,42.48474039864766,-71.2341374,1444325.28,4353
5a8c7f6d-b15c-4c55-b299-5bf8c2b35ad4,3/9/93,,999-21-6421,S99977193,X871956X,Mrs.,Luciana251,Jakubowski832,,Adams676,M,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,703 Stehr Walk,Chelmsford,Massachusetts,Middlesex County,,42.61896977578778,-71.36031919,669499.53,4274.639999999999
73f124a4-e69e-4b8c-a447-e72d23dc54be,6/14/67,,999-95-2422,S99937677,X23067491X,Mrs.,Ashton21,Schmidt332,,Goldner995,M,white,nonhispanic,F,Dighton  Massachusetts  US,257 Jerde Rue,Quincy,Massachusetts,Norfolk County,02170,42.31096749809112,-71.02359767,1248206.86,11811.21
ad7c452d-c8e9-40ae-a5ed-90b7bd93d2ac,8/3/87,,999-47-3790,S99966334,X42022147X,Mr.,Erwin847,Weimann465,,,S,white,hispanic,M,Quincy  Massachusetts  US,297 Fritsch Estate Apt 24,Lynnfield,Massachusetts,Essex County,,42.57067154,-71.0440435,718679.1,11799.199999999997
5056439c-015e-4968-9281-2b8c72c3926e,8/24/86,4/30/91,999-39-5390,,,,Mabel261,Larkin917,,,,white,nonhispanic,F,Granby  Massachusetts  US,844 Hammes Byway,Framingham,Massachusetts,Middlesex County,01702,42.34587561056077,-71.42562595,105623.12,860.2199999999998
e20fb002-6dc6-4cea-ba4b-7f528ccf6572,11/30/05,,999-75-9476,,,,Victor265,Dickinson688,,,,asian,nonhispanic,M,Waltham  Massachusetts  US,765 Harber Club,Winchester,Massachusetts,Middlesex County,01890,42.47282661748736,-71.11767065,297061.55,4562.119999999999
d49f748f-928d-40e8-92c8-73e4c5679711,6/14/67,,999-15-5162,S99979086,X15362198X,Mr.,Wesley533,Rau926,,,S,white,nonhispanic,M,Chicopee  Massachusetts  US,788 Wilderman Vale,New Bedford,Massachusetts,Bristol County,,41.651828069867825,-70.9879974,1096170.87,5593.5599999999995
f592e861-6e2e-46bc-a19d-5485fcbf0d80,7/19/18,,999-65-5107,,,,Dorothea248,Ward668,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,1079 Kuhn Orchard,Lowell,Massachusetts,Middlesex County,01854,42.66272891,-71.36456412,39600,1033.28
8b17ff1e-2b24-46a9-83f7-f8a49e82c604,5/20/59,,999-59-5266,S99964647,X65307087X,Mr.,Emerson869,Hagenes547,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,436 Mills Wynd Apt 14,Saugus,Massachusetts,Essex County,,42.47167808525483,-71.00450073,1541995.6,6321.96
7723d469-7227-4b58-8f3e-b441197f4134,5/31/94,,999-33-5858,S99933158,X72409167X,Ms.,Christene303,Brakus656,,,,white,nonhispanic,F,Boston  Massachusetts  US,229 Feest Landing Unit 4,Plymouth,Massachusetts,Plymouth County,02360,41.92243181741361,-70.61431606,578586.05,5137.839999999999
741831b4-d1a2-407b-b5d7-af61ff550867,2/22/69,,999-12-7459,S99931088,X65135798X,Mr.,Stanford577,Goodwin327,,,S,white,nonhispanic,M,Arlington  Massachusetts  US,314 Torp Byway,Somerville,Massachusetts,Middlesex County,02140,42.44086519,-71.08638785,1358356.09,3480.56
e3af2463-f4c9-4dbb-a8d2-d6a08c5b1460,7/2/13,,999-82-6451,,,,Lorrie905,Leannon79,,,,white,nonhispanic,F,Winthrop  Massachusetts  US,813 Casper Street,Peabody,Massachusetts,Essex County,01940,42.495161618943285,-71.00717491,156561.58000000002,2410.68
31459cc4-45ed-4dee-b160-9f1a148a7724,8/15/68,,999-88-9678,S99939134,X81821052X,Mr.,Carol737,Harber290,,,M,white,nonhispanic,M,Rochester  Massachusetts  US,119 Steuber Key,Salisbury,Massachusetts,Essex County,,42.79707250664195,-70.84154726,1309491.47,5330.36
8908602e-5f0c-4f1e-847f-75a0043eeba7,5/16/79,,999-19-9482,S99918801,X89806796X,Mr.,Carlton317,Breitenberg711,MD,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,789 Torphy Trafficway Suite 59,Medfield,Massachusetts,Norfolk County,,42.21916721,-71.28898585,938642.81,3485.4799999999996
5be97219-ef35-4c5a-88ab-5f9a2187b7d6,8/25/72,,999-58-9266,S99926771,X7032103X,Mr.,Cesar434,Klein929,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,907 Ernser Parade Unit 37,Amherst,Massachusetts,Hampshire County,,42.335578138088835,-72.47082975,1167085.43,5915.32
e05dd037-e45f-434a-946d-5c9076a2f596,8/24/86,,999-55-3968,S99953884,X47091743X,Mrs.,Jesus702,Hickle134,,Christiansen251,M,white,nonhispanic,F,Chicopee  Massachusetts  US,1097 Nader Vista,Framingham,Massachusetts,Middlesex County,,42.25807558564613,-71.44884099,691393.45,9822.64
ddfa05a6-b8a6-4208-b609-28f9a6a8d79e,12/27/01,,999-83-2956,S99936978,,Ms.,Joleen561,Quitzon246,,,,white,nonhispanic,F,Woburn  Massachusetts  US,976 Bode Parade Apt 52,Greenfield,Massachusetts,Franklin County,,42.64255382613245,-72.63605724,420567.81,3346.3999999999996
0983e422-3b48-4f1a-936b-bee5f0eb4695,5/22/82,,999-95-2021,S99997159,X89592201X,Mr.,Ira784,Stark857,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,1040 Morar Approach,Weymouth,Massachusetts,Norfolk County,02189,42.21778590547319,-70.90836801,917509.87,3789.64
301ebb70-0078-4989-b5dd-d751f56c404d,4/29/12,,999-69-6192,,,,Richie600,Goyette777,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,369 Friesen Manor Suite 94,Framingham,Massachusetts,Middlesex County,,42.35335707729068,-71.43702346,214368.94,2195.72
d191448b-3fa8-47b8-9440-6b871860956c,5/21/07,,999-36-9345,,,,Timmy68,Macejkovic424,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,385 Sipes Orchard Apt 71,Brockton,Massachusetts,Plymouth County,02301,42.13957669646028,-70.9323952,267389.67,2909
45c5c779-d2f9-4bf1-b6ff-deb7ff1fd54c,8/21/81,,999-39-3928,S99991938,X89809047X,Mr.,Benedict104,Emard19,PhD,,M,white,nonhispanic,M,Leominster  Massachusetts  US,837 Mills Dam,Somerville,Massachusetts,Middlesex County,02140,42.36194912885326,-71.13444907,934954.35,3533
8abe8efb-d431-4465-ad3b-7b3f301b845f,4/5/55,,999-33-9259,S99924638,X89810212X,Mrs.,Maisha241,Bartell116,,Fisher429,M,white,nonhispanic,F,Granville  Massachusetts  US,873 Hodkiewicz Dam Unit 1,Bridgewater,Massachusetts,Plymouth County,,41.993499152800545,-70.97244812,1566968.11,7568.5199999999995
32885ae1-d031-4f52-8f91-0e5196f5462a,10/30/78,,999-90-6743,S99949338,X55599060X,Ms.,Margarita164,Crooks415,,,S,white,nonhispanic,F,Barnstable  Massachusetts  US,135 Runolfsdottir Orchard Suite 11,Norton,Massachusetts,Bristol County,,41.92576796,-71.15034496,957360.59,6919.849999999999
c563f50c-54a9-4b37-9028-bff3db7e3e27,12/14/97,11/24/17,999-23-1726,S99967213,,Mr.,Reid278,Von197,,,,white,nonhispanic,M,Medford  Massachusetts  US,546 Kuhlman Mission,Lynn,Massachusetts,Essex County,01940,42.43797423511169,-71.03524572,432035.35000000003,2502.2799999999997
f98f2905-6942-4462-9c21-25a512520d90,6/20/15,,999-85-6809,,,,Chung121,Heller342,,,,white,nonhispanic,M,Pittsfield  Massachusetts  US,618 Harber Annex,Southborough,Massachusetts,Worcester County,,42.26452554290187,-71.53620186,126155.18,1679.08
7a8e4ef0-adf4-4e6d-8d28-5d36886547f4,2/21/76,,999-92-8481,S99938780,X5211782X,Mr.,Ernie189,Stamm704,,,M,white,nonhispanic,M,Boston  Massachusetts  US,341 Langosh Meadow Unit 31,Boston,Massachusetts,Suffolk County,02122,42.320522995674295,-71.19988507,1133705.1400000001,6372.799999999999
c1b80a65-61e0-4f1b-9e1f-122c6d326034,4/8/52,,999-56-8675,S99928271,X64197115X,Mrs.,Sabina296,Lind531,,Schmidt332,M,white,nonhispanic,F,Norwell  Massachusetts  US,502 Jakubowski Burg,Springfield,Massachusetts,Hampden County,,42.12911097701997,-72.61282059,1481953.82,7350.959999999999
1d7fe784-8667-47e8-b733-8e6ec0fbb5f9,4/5/40,1/8/06,999-30-7132,S99986129,X21798X,Ms.,Tia76,Crona259,,,S,white,nonhispanic,F,Hopedale  Massachusetts  US,537 Steuber Heights Unit 8,Middleborough,Massachusetts,Plymouth County,,41.855251684893965,-70.84734095,1559999.46,9074.919999999998
b44d4f15-d604-4e24-8114-dc0dc12651d2,2/13/20,,999-72-2409,,,,Leslee214,Schumm995,,,,white,nonhispanic,F,Springfield  Massachusetts  US,756 Donnelly Mews,Boston,Massachusetts,Suffolk County,02122,42.28780014495863,-71.12414198,6300,258.32
bfd66698-4139-4e5e-9982-efa459aa9dca,9/4/95,,999-26-2678,S99936070,X68118512X,Mr.,Cristobal567,Parra592,,,,white,hispanic,M,Puebla  Puebla  MX,356 Parisian Mill Apt 14,Beverly,Massachusetts,Essex County,,42.57934343407418,-70.8185621,567098.64,3421.3599999999997
e175908a-09db-4730-a311-4e57ba73438b,5/7/09,,999-19-6600,,,,Eveline832,Wintheiser220,,,,black,hispanic,F,Sandwich  Massachusetts  US,895 MacGyver Skyway,Chicopee,Massachusetts,Hampden County,01020,42.183454801016715,-72.50164711,26070.079999999998,645.8
937d794b-6e68-4b17-b162-0a41b68f8085,6/23/08,,999-49-6430,,,,Marjory382,Friesen796,,,,white,nonhispanic,F,Winchester  Massachusetts  US,177 Schimmel Spur,Lowell,Massachusetts,Middlesex County,01854,42.59943732914915,-71.32938388,317994.14,2583.2
14289f20-085c-4fc8-bdd8-e2074166d91f,3/29/68,,999-64-4625,S99914164,X56336942X,Mrs.,Caterina17,Schulist381,,Mann644,M,white,hispanic,F,Boston  Massachusetts  US,260 Kutch Walk,Fitchburg,Massachusetts,Worcester County,,42.63151510406731,-71.8392185,983073.4700000001,11767.039999999999
47a91815-0dca-49df-b1dc-8bb88d8c1b38,3/4/59,,999-49-8312,S99938765,X9485645X,Mrs.,Evia329,Graham902,,Strosin214,M,white,nonhispanic,F,Stoneham  Massachusetts  US,824 Harris Rue Apt 75,Westfield,Massachusetts,Hampden County,01085,42.195649799149905,-72.75058241,197930.71,28145.25
0f5646bc-a156-4ec0-9252-5b592e3d3184,12/14/97,,999-45-8311,S99971449,X22361696X,Mr.,Mickey576,Crist667,,,,white,nonhispanic,M,Leominster  Massachusetts  US,777 McDermott Path Suite 0,Lynn,Massachusetts,Essex County,,42.46763858,-70.92435306,482002.73,3627.16
66b46e68-f643-4ebd-8ad1-14ebf58e356c,5/22/92,,999-45-6436,S99914750,X11062796X,Mrs.,Bernice532,Maggio310,,Lemke654,M,white,nonhispanic,F,Natick  Massachusetts  US,145 Schultz Dam,Wilmington,Massachusetts,Middlesex County,,42.60200906032098,-71.20398549,626389.54,6614.399999999999
bb9d00fe-b16e-4832-8aec-b1e9d480d48d,6/5/69,,999-88-2579,S99986030,X36225922X,Mr.,Ben667,Funk324,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,697 Mante Dam,Wareham,Massachusetts,Plymouth County,,41.747125184166435,-70.72477378,7267.04,0
3800b2a6-2360-40dc-b709-394b4794cc0d,5/24/06,,999-86-2605,,,,Lesley194,Lynch190,,,,white,nonhispanic,M,Easthampton  Massachusetts  US,691 Dickens Bay,Saugus,Massachusetts,Essex County,,42.48337740696865,-70.99455659,20370.29,516.64
44c8b4c8-4457-4ba0-94b6-285ef327a249,3/25/41,1/17/89,999-33-7429,S99993402,X83558016X,Mr.,Jamey282,Hermiston71,,,M,asian,nonhispanic,M,New Bedford  Massachusetts  US,780 Okuneva Annex Apt 36,Concord,Massachusetts,Middlesex County,,42.49377451,-71.41281215,986340.62,3392.04
e75ed3bb-d04c-46cc-897e-1938329673ec,6/15/90,,999-27-7560,S99925513,X15247951X,Mrs.,Caroll955,Kuhic920,,Jacobi462,M,white,nonhispanic,F,Ipswich  Massachusetts  US,234 Schultz Gate,Webster,Massachusetts,Worcester County,01570,42.00295823344613,-71.84481132,648265.51,10509.499999999998
b844f920-ed79-4624-a4da-fe5a201b9baf,2/6/18,,999-47-5686,,,,Humberto482,Mann644,,,,white,nonhispanic,M,Merrimac  Massachusetts  US,217 Mueller Vista Apt 97,Quincy,Massachusetts,Norfolk County,02171,42.25861206681914,-71.12935312,61871.17,1162.44
cdef53d5-0537-4073-8874-79fa5e0346e6,4/5/40,3/29/87,999-76-2610,S99921083,X13782150X,Mrs.,Alane21,Grant908,,Larson43,M,white,nonhispanic,F,Quincy  Massachusetts  US,152 Stracke Pathway Apt 86,Middleborough,Massachusetts,Plymouth County,,41.856827431688636,-70.87005171,1075827.73,11495.179999999998
799d0738-d5cd-4161-bdb8-e3c49e21ec66,12/12/39,,999-49-7659,S99985417,X3274633X,Mr.,Sammie902,Greenholt190,,,S,white,nonhispanic,M,Chelsea  Massachusetts  US,807 Bauch Viaduct Suite 72,Plymouth,Massachusetts,Plymouth County,02360,41.92896361976894,-70.66540215,1798183.1700000002,17003.23
dadd331c-6143-41d1-bffb-d34b321ed157,9/10/76,,999-23-1789,S99989263,X21128136X,Mr.,Shirley182,Borer986,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,513 O'Keefe Rue Unit 83,Dedham,Massachusetts,Norfolk County,02090,42.23208487834696,-71.13539027,1008585.89,4954.5599999999995
89752052-a38b-45f0-a590-3950bbb67bec,7/29/54,,999-15-6463,S99971913,X43982733X,Mrs.,Laverna97,Cartwright189,,Mayert710,M,white,nonhispanic,F,Brockton  Massachusetts  US,261 Weber Crossing,Rochester,Massachusetts,Plymouth County,,41.783430936595146,-70.82655138,1322856,12597.56
a9191572-cd67-4184-9945-a25eb3fa6ef0,3/25/41,7/4/67,999-13-7981,S99956409,X29412381X,Mr.,Linwood526,Kutch271,,,,asian,nonhispanic,M,Ludlow  Massachusetts  US,512 Stiedemann Union Unit 81,Concord,Massachusetts,Middlesex County,,42.512453013043064,-71.37275055,608456.16,4089.5299999999993
bae73dce-20fa-4a6a-8e46-b2ed541f9296,4/27/58,,999-31-7122,S99982103,X16873031X,Mr.,Kevin729,Adams676,,,M,white,nonhispanic,M,Boston  Massachusetts  US,453 Fadel Ferry,Revere,Massachusetts,Suffolk County,,42.46768629983254,-70.96167471,30854.00999999999,0
da200ea3-c9eb-414b-b22a-86430059fd47,8/8/03,,999-32-9052,S99953127,,,Kermit56,Barton704,,,,white,nonhispanic,M,Rockport  Massachusetts  US,331 Sipes Quay Suite 27,Beverly,Massachusetts,Essex County,,42.59339079463152,-70.86862257,445836.66,2734
711d2093-5eb9-45a6-ad09-4b5c0371ad85,11/26/67,,999-60-5555,S99999726,X9702129X,Mr.,Phil587,Doyle959,,,M,white,nonhispanic,M,Swansea  Massachusetts  US,616 Bartell Throughway,Bourne,Massachusetts,Barnstable County,,41.72016105,-70.63966017,1078109.49,4161.2
89214f7b-82b7-460e-b583-415a688ccc3c,4/5/40,2/15/86,999-29-7916,S99944272,X77063667X,Mrs.,Kristina583,Nitzsche158,,Kuhic920,M,white,nonhispanic,F,Billerica  Massachusetts  US,484 Kuvalis Divide Apt 66,Middleborough,Massachusetts,Plymouth County,,41.893404111798326,-70.89154309,1078080.91,6170.239999999999
a47e5737-065e-416f-8257-0c9f14382065,7/30/74,,999-19-1540,S99927499,X26660014X,Mr.,Dannie881,Smitham825,,,M,white,nonhispanic,M,Andover  Massachusetts  US,1045 Paucek Burg Apt 27,Plymouth,Massachusetts,Plymouth County,,41.88431975,-70.59739269,1103803.54,3982.12
28f36cfa-7696-4f73-ac4f-427e802199d9,1/17/74,,999-22-4097,S99938750,X35599287X,Mrs.,Hermila490,Wilkinson796,,Kerluke267,M,white,nonhispanic,F,Marshfield  Massachusetts  US,507 Haley Orchard,Gardner,Massachusetts,Worcester County,,42.554618274961825,-72.00638993,1087722.26,68534.74000000002
ed5cc81e-619f-471d-aee6-2934124c58e4,6/6/83,,999-85-5168,S99963754,X15377709X,Mrs.,Christeen33,Becker968,,Orn563,M,white,nonhispanic,F,Falmouth  Massachusetts  US,677 Hettinger Passage,Winchendon,Massachusetts,Worcester County,,42.65719576318533,-72.05611437,854594.2,7755.669999999999
dac134fa-7f57-4211-923a-e943a5c11d93,2/26/69,,999-44-6609,S99925838,X44037088X,Mr.,Ted955,Howell947,,,M,white,nonhispanic,M,Boston  Massachusetts  US,182 Donnelly Parade,Easton,Massachusetts,Bristol County,,42.04152324054513,-71.14408125,1091314.04,4413.719999999999
144edc8e-936e-42d7-8e7d-f3578cf80cc2,7/27/42,,999-69-6662,S99985073,X16624701X,Mrs.,Andre610,Murray856,,West559,M,white,nonhispanic,F,Greenfield  Massachusetts  US,788 Connelly Highlands,Worcester,Massachusetts,Worcester County,01583,42.33041254164881,-71.74265502,1384121.18,14343.319999999998
53d371cc-eb68-4740-a68c-39707c6cb519,3/25/41,,999-28-5535,S99929783,X89657255X,Mr.,Stevie682,Hilpert278,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,428 Considine Path Unit 5,Concord,Massachusetts,Middlesex County,,42.457389492355844,-71.36709758,1608750.03,10803.68
8d1ba4bb-7250-4295-be1c-5d0d423e55f7,2/13/57,,999-93-2339,S99915405,X77554148X,Mr.,Orlando897,Reichert620,,,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,526 Schinner Junction Suite 13,Lunenburg,Massachusetts,Worcester County,01462,42.61132332463651,-71.75240345,1681686.84,4922.96
